"record_id","product_id","fastmoss_product_url","title","shop_id","shop_name","fastmoss_shop_url","source_page","page_position","list_slot_number","display_rank_raw","display_rank_number","market","country_display","source_category_id","source_category_name","listing_date","price_raw","price_min_display","price_max_display","currency_symbol_display","currency_code","commission_raw","commission_percent_display","shop_sales_raw","shop_sales_display_value","sales_3d_raw","sales_3d_display_value","gmv_3d_raw","gmv_3d_display_value","total_sales_raw","total_sales_display_value","total_gmv_raw","total_gmv_display_value","source_url","collected_at_utc","scope_review_status","scope_review_note","quality_flags"
"p08-r09","1732542143457825135","https://www.fastmoss.com/zh/e-commerce/detail/1732542143457825135","midi dress, round neck flutter short sleeves, metal buckle twisted ruched waist, high waist a-line flowy skirt, elegant wedding guest gown, more colors available, office formal wear, Evening","8657666175553081711","Dulcette fashion","https://www.fastmoss.com/zh/shop-marketing/detail/8657666175553081711","8","9","79","79","79","US","美国","2","女装与女士内衣","2026-09-02","$21.37","21.37","21.37","$","","-","","654","654","15","15","$280.11","280.11","15","15","$270","270","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[""three_day_gmv_exceeds_total_display"",""commission_not_shown""]"
"p08-r10","1732607387662913978","https://www.fastmoss.com/zh/e-commerce/detail/1732607387662913978","Gingham Spooky Ghost, Gingham Halloween, Lace Ghost, Vintage Halloween, Trendy Halloween Sweatshirt","7495104352156617146","Bailey Made Tees & Boutique","https://www.fastmoss.com/zh/shop-marketing/detail/7495104352156617146","8","10","80","80","80","US","美国","2","女装与女士内衣","2026-09-02","$34.98","34.98","34.98","$","","15%","15","20.98万","209800","15","15","$524.94","524.94","15","15","$524.96","524.96","https://www.fastmoss.com/zh/e-commerce/newProducts?page=8&region=US&l1_cid=2&pagesize=10","2026-09-06T05:21:32.206Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p09-r01","1732586458549620881","https://www.fastmoss.com/zh/e-commerce/detail/1732586458549620881","Women's Leopard Print Half-Zip Loose Sweatshirt, Spring & Fall Casual, Perfect for Vacation and Daily Wear, Comfortable and Stylish","8646979662477693073","MEIMEI Women","https://www.fastmoss.com/zh/shop-marketing/detail/8646979662477693073","9","1","81","81","81","US","美国","2","女装与女士内衣","2026-09-02","$10.88","10.88","10.88","$","","-","","12.41万","124100","14","14","$154.81","154.81","14","14","$172.24","172.24","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""commission_not_shown"",""has_abbreviated_display_values""]"
"p09-r02","1732539022013075893","https://www.fastmoss.com/zh/e-commerce/detail/1732539022013075893","Women's 2026 New Classic Printed Crossbody Bag - Compact Mini Purse with Accordion Wallet, Stylish Shoulder Bag for Daily Outings & Travel","7494300858745390517","OFS DUSJX","https://www.fastmoss.com/zh/shop-marketing/detail/7494300858745390517","9","2","82","82","82","US","美国","2","女装与女士内衣","2026-09-02","$33.60","33.6","33.6","$","","14.5%","14.5","78","78","14","14","$470.4","470.4","14","14","$470.2","470.2","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","suspected_non_clothing","标题为 Crossbody Bag / Mini Purse，疑似包袋，暂不纳入服装候选。","[""three_day_gmv_exceeds_total_display"",""suspected_non_clothing""]"
"p09-r03","1732409629707440478","https://www.fastmoss.com/zh/e-commerce/detail/1732409629707440478","Women's Sexy Cute Bohemian Vibrant Print Romper Shorts - Cool Sleeveless Casual Loose Adjustable Tie Fit, Side Pockets for Beach Resort Wear","7496156097113000286","LunaFiesta","https://www.fastmoss.com/zh/shop-marketing/detail/7496156097113000286","9","3","83","83","83","US","美国","2","女装与女士内衣","2026-09-02","$19.98","19.98","19.98","$","","-","","1841","1841","14","14","$279.72","279.72","14","14","$279.72","279.72","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""commission_not_shown""]"
"p09-r04","1732461742919357216","https://www.fastmoss.com/zh/e-commerce/detail/1732461742919357216","Women's Gothic ""I Bite"" Graphic T-Shirt - Cotton, Soft Crew Neck Short Sleeve Top, Everyday Loose/Fitted Alt Grunge Edgy Streetwear, Sarcastic Anti-Social Sassy Meme Statement Tee, Funny Gift For Her, Summer Casual Outfit, Printed","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","9","4","84","84","84","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 14.98","2.99","14.98","$","","-","","4757","4757","14","14","$41.86","41.86","14","14","$41.86","41.86","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""commission_not_shown""]"
"p09-r05","1732507529705919264","https://www.fastmoss.com/zh/e-commerce/detail/1732507529705919264","Cute Retro Cherry Letter Print Oversized Tshirt Women Spring Summer OOTD Graphic Printed Tee Casual Crew Neck Streetwear Short Sleeve Top","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","9","5","85","85","85","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","-","","4757","4757","14","14","$41.86","41.86","14","14","$41.86","41.86","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""commission_not_shown""]"
"p09-r06","1732584388809561031","https://www.fastmoss.com/zh/e-commerce/detail/1732584388809561031","Belle by Kim Gravel Micro Waffle Amber Bloom Henley","7495811038271212487","QVC, Inc","https://www.fastmoss.com/zh/shop-marketing/detail/7495811038271212487","9","6","86","86","86","US","美国","2","女装与女士内衣","2026-09-02","$53.98","53.98","53.98","$","","15%","15","431.08万","4310800","13","13","$701.74","701.74","13","13","$701.74","701.74","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p09-r07","1732570325500400156","https://www.fastmoss.com/zh/e-commerce/detail/1732570325500400156","Women 3 Pack Polka Dot Long Sleeve Shirts Crew Neck Slim Fit Stretchy Basic Tees Vintage Y2K Layering Undershirts Soft Breathable Casual Daily Office Going‑Out Pullover Tops Fall Winter Fashion Multi‑Color Outfits for Ladies","8657657098692956700","Bold Colors","https://www.fastmoss.com/zh/shop-marketing/detail/8657657098692956700","9","7","87","87","87","US","美国","2","女装与女士内衣","2026-09-02","$28.15","28.15","28.15","$","","8%","8","42","42","13","13","$370.79","370.79","13","13","$370.79","370.79","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[]"
"p09-r08","1732605611589014291","https://www.fastmoss.com/zh/e-commerce/detail/1732605611589014291","Judy Blue MAIN STREET Mid-Rise Boyfriend Jeans with Bandana Loop","7495020319590419219","Emma Lous Boutique","https://www.fastmoss.com/zh/shop-marketing/detail/7495020319590419219","9","8","88","88","88","US","美国","2","女装与女士内衣","2026-09-02","$76.90","76.9","76.9","$","","12%","12","32.40万","324000","13","13","$999.7","999.7","14","14","$1076.6","1076.6","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p09-r09","1732572315245056783","https://www.fastmoss.com/zh/e-commerce/detail/1732572315245056783",".Women's Vintage Leopard Print Half Zip Sweatshirt Oversized Pullover Stand Collar Long Sleeve Quarter Zip Sweater Casual Fall Fashion Y2K Trendy Streetwear Loose Fit Cozy Top Outerwear for Autumn Winter Aesthetic Chic Dark Brown,sohochic","7494142005303150351","FAVRILA","https://www.fastmoss.com/zh/shop-marketing/detail/7494142005303150351","9","9","89","89","89","US","美国","2","女装与女士内衣","2026-09-02","$13.99","13.99","13.99","$","","8%","8","9822","9822","13","13","$181.87","181.87","13","13","$181.87","181.87","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[]"
"p09-r10","1732599497200734986","https://www.fastmoss.com/zh/e-commerce/detail/1732599497200734986","Women's 2-Piece Sweatsuit Set, Retro Rainbow Stripe Crewneck Sweatshirt & Jogger Track Pants, Matching Lounge Tracksuit, Casual Fall Outfit, Travel & Everyday Wear","7494575966686643978","Umi Goods","https://www.fastmoss.com/zh/shop-marketing/detail/7494575966686643978","9","10","90","90","90","US","美国","2","女装与女士内衣","2026-09-02","$20.99 - 21.99","20.99","21.99","$","","14%","14","1.56万","15600","13","13","$285.87","285.87","14","14","$307.86","307.86","https://www.fastmoss.com/zh/e-commerce/newProducts?page=9&region=US&l1_cid=2&pagesize=10","2026-09-06T05:29:16.038Z","not_flagged_by_title","","[""has_abbreviated_display_values""]"
"p10-r01","1732495753570194208","https://www.fastmoss.com/zh/e-commerce/detail/1732495753570194208","Funny Frog Shirt Women Sarcastic Graphic Tee Cute Animal T Shirt Diddly Squat Casual Oversized Summer Top","7494688807776847648","Word Up Tees","https://www.fastmoss.com/zh/shop-marketing/detail/7494688807776847648","10","1","91","91","91","US","美国","2","女装与女士内衣","2026-09-02","$2.99 - 10.80","2.99","10.8","$","","-","","4757","4757","13","13","$38.87","38.87","13","13","$38.87","38.87","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[""commission_not_shown""]"
"p10-r02","1732572315245056783","https://www.fastmoss.com/zh/e-commerce/detail/1732572315245056783",".Women's Vintage Leopard Print Half Zip Sweatshirt Oversized Pullover Stand Collar Long Sleeve Quarter Zip Sweater Casual Fall Fashion Y2K Trendy Streetwear Loose Fit Cozy Top Outerwear for Autumn Winter Aesthetic Chic Dark Brown,sohochic","7494142005303150351","FAVRILA","https://www.fastmoss.com/zh/shop-marketing/detail/7494142005303150351","10","2","92","92","92","US","美国","2","女装与女士内衣","2026-09-02","$13.99","13.99","13.99","$","","8%","8","9822","9822","13","13","$181.87","181.87","13","13","$181.87","181.87","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[]"
"p10-r03","1732570325500400156","https://www.fastmoss.com/zh/e-commerce/detail/1732570325500400156","Women 3 Pack Polka Dot Long Sleeve Shirts Crew Neck Slim Fit Stretchy Basic Tees Vintage Y2K Layering Undershirts Soft Breathable Casual Daily Office Going‑Out Pullover Tops Fall Winter Fashion Multi‑Color Outfits for Ladies","8657657098692956700","Bold Colors","https://www.fastmoss.com/zh/shop-marketing/detail/8657657098692956700","10","3","93","93","93","US","美国","2","女装与女士内衣","2026-09-02","$28.15","28.15","28.15","$","","8%","8","42","42","13","13","$370.79","370.79","13","13","$370.79","370.79","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[]"
"p10-r04","1732520928452318141","https://www.fastmoss.com/zh/e-commerce/detail/1732520928452318141","Plus Size Women Plaid Shirt, Collared Button Down Long Line Overshirt, Rollable Sleeve Casual Plaid Tunic Jacket, Vintage Loose Outerwear For Curvy Women Daily Commute","8657613536371446717","Chic Shorties","https://www.fastmoss.com/zh/shop-marketing/detail/8657613536371446717","10","4","94","94","94","US","美国","2","女装与女士内衣","2026-09-02","$13.69 - 18.03","13.69","18.03","$","","8%","8","158","158","13","13","$267.73","267.73","13","13","$275.21","275.21","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[]"
"p10-r05","1732592489333363407","https://www.fastmoss.com/zh/e-commerce/detail/1732592489333363407","All About Fall Prevention Ghost T-Shirt, Cute Halloween Nursing T‑Shirt, Funny Ghost Shirt, Autumn Gift","7496131462003854031","SolaceSashay","https://www.fastmoss.com/zh/shop-marketing/detail/7496131462003854031","10","5","95","95","95","US","美国","2","女装与女士内衣","2026-09-02","$3.99 - 4.99","3.99","4.99","$","","-","","7.17万","71700","13","13","$51.87","51.87","13","13","$51.87","51.87","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[""commission_not_shown"",""has_abbreviated_display_values""]"
"p10-r06","1732551547670926038","https://www.fastmoss.com/zh/e-commerce/detail/1732551547670926038","Women's Sleeveless Dress, Ruched Lace Decoration, Fashionable and Elegant, Suitable for Spring and Summer, Y2K Style, Casual and Versatile, Summer Tank Dress","8655942845059535574","Chic And Durable","https://www.fastmoss.com/zh/shop-marketing/detail/8655942845059535574","10","6","96","96","96","US","美国","2","女装与女士内衣","2026-09-02","$10.53","10.53","10.53","$","","-","","1230","1230","13","13","$136.89","136.89","13","13","$136.89","136.89","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[""commission_not_shown""]"
"p10-r07","1732478344230310447","https://www.fastmoss.com/zh/e-commerce/detail/1732478344230310447","Women's Oversized Ribbed Cotton Graphic T-Shirt - Casual Breathable Everyday Streetwear, Unisex Boxy Heavyweight Tee (S-5XL) with Funny Dark Botanical ""All Plants Are Edible Some Only Once"" Print, Gothic Gardening Shirt","7494608840073315887","Street Loft","https://www.fastmoss.com/zh/shop-marketing/detail/7494608840073315887","10","7","97","97","97","US","美国","2","女装与女士内衣","2026-09-02","$1.99","1.99","1.99","$","","15%","15","2778","2778","12","12","$23.88","23.88","12","12","$23.88","23.88","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[]"
"p10-r08","1732479854525059840","https://www.fastmoss.com/zh/e-commerce/detail/1732479854525059840","Women's Asymmetrical Loose Fit Long Sleeve Blazer, New Traditional Retro Plaid Stand Collar Suit, Casual Spring & Fall Office Wear, Versatile Outerwear","8657094423330788096","Rovvi","https://www.fastmoss.com/zh/shop-marketing/detail/8657094423330788096","10","8","98","98","98","US","美国","2","女装与女士内衣","2026-09-02","$24.00","24","24","$","","8%","8","121","121","12","12","$288","288","12","12","$288","288","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[]"
"p10-r09","1732360456547307685","https://www.fastmoss.com/zh/e-commerce/detail/1732360456547307685","Kiss All The Time Baby Tee Top Harry Styles Album Merch, Gift For Her","7495889241457068197","MARCOS FASHION STORE","https://www.fastmoss.com/zh/shop-marketing/detail/7495889241457068197","10","9","99","99","99","US","美国","2","女装与女士内衣","2026-09-02","$13.85 - 20.01","13.85","20.01","$","","-","","1286","1286","12","12","$166.2","166.2","12","12","$166.2","166.2","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[""commission_not_shown""]"
"p10-r10","1732603952228635010","https://www.fastmoss.com/zh/e-commerce/detail/1732603952228635010","Christmas Pajamas Set, 2-Piece Women's Christmas Mouse Print Sleepwear, Short Sleeve Button Shirt & Elastic Shorts, Elegant Fitted Style","8647586422352023938","Luxe Slumber","https://www.fastmoss.com/zh/shop-marketing/detail/8647586422352023938","10","10","100","100","100","US","美国","2","女装与女士内衣","2026-09-02","$13.45","13.45","13.45","$","","-","","19.64万","196400","12","12","$161.4","161.4","12","12","$161.4","161.4","https://www.fastmoss.com/zh/e-commerce/newProducts?page=10&region=US&l1_cid=2&pagesize=10","2026-09-06T05:31:05.624Z","not_flagged_by_title","","[""commission_not_shown"",""has_abbreviated_display_values""]"

